Probe,Gene,logFC
1556962_at,LINC00924,-1.179284088880888
244071_at,Unknown,-1.1792160057023526
1570202_a_at,NA,-1.178895177114405
223944_at,DEUP1,-1.178849976802045
213075_at,DEUP1,-1.178837568923878
204583_x_at,PLK5,-1.178813157034613
210505_at,RGMB-AS1,-1.1787374956080896
210744_s_at,Unknown,-1.178728445574794
218667_at,LINC00907,-1.1787236321270038
229737_at,NA,-1.1787169137219247
208850_s_at,Unknown,-1.1784311200058502
1566844_at,SEC23IP,-1.1784267848682588
203464_s_at,SLC8A1-AS1,-1.1784159608636293
201811_x_at,LINC00460,-1.1782534323571645
224091_at,GTF2H5,-1.1781785908854983
230236_at,ZNF765,-1.1779610112416021
239783_at,CACNA1A,-1.1779379972914898
203586_s_at,CACNA1A,-1.1779338430468234
1552630_a_at,Unknown,-1.177770331727002
237774_at,HYCC2,-1.177082081720618
AFFX.ThrX.3_at,MFGE8,-1.1769705179695897
240323_at,Unknown,-1.1769277396989437
1554259_at,HCG18,-1.1768765127595977
228776_at,THEMIS,-1.1766499384684863
207466_at,NA,-1.1765519388140635
234838_at,LRRC41,-1.1765181266257476
240764_at,"NA, NUP155",-1.1758831318273018
211653_x_at,GTF2A1-AS1,-1.1756836798956964
207694_at,Unknown,-1.1756101193765154
214669_x_at,Unknown,-1.1755826585071785
200725_x_at,PPP1R26-AS1,-1.1754436461369073
1558211_s_at,Unknown,-1.17517589357509
202039_at,Unknown,-1.175030592403021
204624_at,"C4B, C4A, C4B_2",-1.1749548088038688
1561596_at,EXOSC1,-1.1747937143720861
1562939_at,KRBA2,-1.1747646642418763
1569009_s_at,BAHCC1,-1.1745991524660668
210493_s_at,Unknown,-1.1744008599277376
231946_at,FNIP1,-1.1741606087730159
214363_s_at,CACNA1G-AS1,-1.1740052314883413
1553397_at,NUP153-AS1,-1.1739268387424138
220407_s_at,ELFN2,-1.1736920109569355
1563226_at,BCL11A,-1.1735882269649873
242657_at,NA,-1.1735570910318445
214824_at,DUBR,-1.17340018640613
40687_at,FGD2,-1.1733572394061718
219686_at,LINC01530,-1.173308968792638
239728_at,FBXO9,-1.1731793155323995
1556511_a_at,VPS53,-1.1729207350766107
1567458_s_at,Unknown,-1.1725970322038841
200091_s_at,"RRP12, RPL34P20",-1.172526227488094
205619_s_at,NA,-1.1723488581381547
241630_at,"NA, EOLA1-DT, EOLA2-DT",-1.1721331194121198
1553286_at,"FAM87A, FAM87B",-1.1718559631238883
239242_at,"FAM87A, FAM87B",-1.1718469014259947
243080_at,KAT6A,-1.1718315543223194
1553657_at,LINC00910,-1.171787359155929
214673_s_at,Unknown,-1.171759140621656
243467_at,CEP68,-1.1715215145139573
1553350_at,PDCL,-1.1714802484337974
1570185_at,INHBA-AS1,-1.1714260205030276
211845_at,NA,-1.1712444206843577
205051_s_at,ANKRD20A5P,-1.1712430333359056
241590_at,Unknown,-1.1710582084645453
213137_s_at,RAB6A,-1.1710246355459284
212030_at,"HOMER2, C15orf40",-1.1709247043352946
209563_x_at,RNU6-322P,-1.170858300799953
225858_s_at,RDH13,-1.1707913094619842
233864_s_at,KRAS,-1.1706218317402857
230578_at,Unknown,-1.1704985932501069
1558700_s_at,Unknown,-1.1701770553458568
236688_at,NFYC,-1.1700306305255168
1553837_at,TWF2-DT,-1.1697991552412643
234470_at,LINC01013,-1.1697369947473562
1570476_at,SPDL1,-1.1696823449355234
207037_at,VHL,-1.1695082012371987
202725_at,NA,-1.1690945679956317
244329_at,ACAT1,-1.1690154539575701
202178_at,NA,-1.168983092366924
243595_at,Unknown,-1.1688613953627487
223906_s_at,PICSAR,-1.168682738957754
224834_at,Unknown,-1.1685793429422822
244222_at,NA,-1.1683889585577332
232861_at,ZC3H12D,-1.1683645933684266
1564828_at,Unknown,-1.1680998354635113
222596_s_at,ZFHX4,-1.1680686203737625
220017_x_at,"MATCAP1, EXOC3L1",-1.1680441436674212
210967_x_at,PCAT18,-1.1678520167692614
222847_s_at,TCF21,-1.1678308245601248
226008_at,Unknown,-1.1678125323386277
241326_at,APELA,-1.1676864865568086
212679_at,Unknown,-1.1676718237100787
220156_at,NA,-1.167534442253484
230663_at,NA,-1.1675148406633082
213441_x_at,Unknown,-1.16741531916608
237791_at,"NA, RRN3P2",-1.167127908992263
238248_at,FAM234B,-1.1670448335775254
241540_at,Unknown,-1.1669970209961367
1563009_at,RBL1,-1.166940084563354
210561_s_at,Unknown,-1.1667884727430948
211372_s_at,"SNX18P3, ANKRD18A, NA, SNX18P7",-1.1666911712154098
238698_at,LINC02241,-1.166548845899838
1558431_at,LINC02997,-1.1665254089163317
220653_at,"FAM106A, NA",-1.1664731743525465
214414_x_at,NA,-1.1663528451760925
209235_at,SRGAP3-AS2,-1.1662889451809926
240444_x_at,NA,-1.1662761076637111
236060_at,TTLL11,-1.1662095430820298
203539_s_at,SNHG14,-1.1661489901690072
219800_s_at,MAPK10-AS1,-1.166139761305754
239079_at,Unknown,-1.1660842162252685
1556318_s_at,LINC01852,-1.1660559840915643
1561916_at,Unknown,-1.165930394303072
244024_at,"MILIP, NA",-1.1658918008675037
240495_at,Unknown,-1.1658320277339886
226199_at,NXPH2,-1.1657445192730087
1561439_at,MACC1,-1.1656863919958256
223283_s_at,TRAPPC13,-1.1656286226824057
1554927_at,DAB2,-1.1656282831229623
221421_s_at,NA,-1.1655735279963912
1560560_at,NA,-1.165527657626892
210693_at,Unknown,-1.1655079309412815
203936_s_at,SMIM7,-1.165505672811437
223913_s_at,DPY19L3-DT,-1.1654253512030994
1558418_at,"LYNX1, LYNX1-SLURP2",-1.1651836946100165
241476_at,Unknown,-1.165147672995432
243221_at,"ANKRD18B, ANKRD18A",-1.1646259676243635
214278_s_at,Unknown,-1.164243449559136
64371_at,Unknown,-1.1641341294492042
233695_s_at,TRRAP,-1.1640921166551452
230223_at,MCF2L,-1.164047412772328
1553246_a_at,SMCO1,-1.1640111271212987
225572_at,Unknown,-1.1637183114220206
218307_at,Unknown,-1.1637152096076644
59433_at,C21orf58,-1.1636365736156418
211338_at,C21orf58,-1.163538787383437
1559126_at,IL21R-AS1,-1.163370443716598
1559133_at,SMC2,-1.1633431252187458
224588_at,NA,-1.1632974308679658
1560929_at,Unknown,-1.1631745958473354
207482_at,Unknown,-1.163166977311237
230530_at,LTBR,-1.163135142138537
230989_s_at,NA,-1.163055339645228
206222_at,Unknown,-1.1630468603894155
231837_at,NA,-1.16297910396285
213019_at,NA,-1.1629301499282105
220056_at,SIPA1L2,-1.1629193398472941
1555270_a_at,MEIS1,-1.162862544931249
227425_at,Unknown,-1.1627181628123593
217024_x_at,SEPSECS-AS1,-1.1626942151808493
238716_at,CHIC1,-1.162617478784697
223919_at,LINC01366,-1.1623292640055345
1566474_at,GIHCG,-1.1621106816536917
235278_at,NA,-1.1620631252823541
207040_s_at,LINC01583,-1.161989275427345
218764_at,VPS8,-1.1619412045842288
214065_s_at,CBR3-AS1,-1.1618568719690647
228175_at,LRRC25,-1.161851728566689
1557540_at,MIR137HG,-1.1614380312849781
228313_at,Unknown,-1.161335745886476
205833_s_at,Unknown,-1.1612033514543534
220425_x_at,"MFSD14CP, NA",-1.1611702061430873
222260_at,Unknown,-1.1611341227579337
244175_at,SPIRE1,-1.1610930143591098
234853_s_at,"MIR670HG, NA",-1.161059199394387
1560900_a_at,Unknown,-1.1607114716752083
227240_at,Unknown,-1.1605319366985507
240474_x_at,MRNIP-DT,-1.1603708633527248
231539_at,GAU1,-1.1603077433180824
240291_at,RB1-DT,-1.1600521031462334
218000_s_at,ACVR2B,-1.1599536052855248
221011_s_at,SPATA31E1,-1.159898596064125
1554279_a_at,Unknown,-1.1598456079896333
227671_at,FBXO42,-1.1598322764236764
226403_at,ATP13A4,-1.1596862347444186
235656_s_at,NFE2L1-DT,-1.1593979489700175
1558525_at,LINC00927,-1.1593890856090863
1566323_at,Unknown,-1.159318176033701
229130_at,Unknown,-1.1589417351318956
233264_at,Unknown,-1.158892452024439
220193_at,CHDH,-1.1587827422290407
1569789_at,NA,-1.1587313823127863
201828_x_at,LINC02458,-1.1586703747051434
235288_at,Unknown,-1.1586441630376196
211193_at,GPR12,-1.1585860668566355
224066_s_at,GBP6,-1.1585716093484708
221292_at,GBP6,-1.1585352555309516
1567256_at,Unknown,-1.1583636619486972
205595_at,Unknown,-1.1583367768500894
1566484_at,HDAC2-AS2,-1.1581468960791779
206960_at,NA,-1.1581409359374453
239665_at,Unknown,-1.1580682347546745
241846_at,NA,-1.157890689808609
218359_at,DMGDH,-1.1577996017907342
1563271_at,Unknown,-1.1574808742178004
1569515_a_at,LINC00184,-1.157379347283069
221906_at,LINC00892,-1.1573681854075668
209330_s_at,NA,-1.1573239647938551
230774_at,GRTP1-AS1,-1.1571796884402206
1558530_at,TENM3,-1.1570165779601063
231906_at,LINC02846,-1.15689275648669
227217_at,NA,-1.1567372207827102
207526_s_at,ZNF333,-1.1566027833520522
240935_at,NA,-1.1562197050257075
225655_at,TTL,-1.1561999127510387
220733_at,"NA, TRIM16, TRIM16L",-1.1559497211982936
235943_at,TMEM14B-DT,-1.1558387429353234
211505_s_at,TMEM14B-DT,-1.1557034331030398
221410_x_at,TMEM221,-1.155676528899866
1561318_at,"NA, GRAPL",-1.1555739304504826
241662_x_at,Unknown,-1.1554941619619252
208938_at,Unknown,-1.1554917505799667
1569499_at,Unknown,-1.1554028117326836
231531_at,"NA, NDST2, CAMK2G",-1.15527303939699
204561_x_at,PHKA2,-1.1550672507290407
213168_at,Unknown,-1.1549288608020412
237048_at,Unknown,-1.1549205581862707
224553_s_at,LINC00689,-1.1548944781768555
242066_at,LINC02600,-1.1548612416673916
1561171_a_at,Unknown,-1.1547334392562034
1568723_at,LINC01537,-1.1544963913050774
212966_at,MACROD1,-1.1544505248875236
208177_at,Unknown,-1.1544078024992988
230269_at,Unknown,-1.154364661414915
239989_at,Unknown,-1.154211176646048
236216_at,Unknown,-1.1539658722696284
1562683_a_at,LINC02656,-1.1537567556881552
1555447_at,Unknown,-1.1536564081777532
243380_at,TPPP2,-1.1532456379258507
1562966_at,NA,-1.1528189356843381
236870_at,NA,-1.1526655785172815
1565777_at,NA,-1.1526496045251837
AFFX.ThrX.5_at,Unknown,-1.1523878703468513
211018_at,Unknown,-1.1520611891392638
208612_at,Unknown,-1.1520011872193552
221215_s_at,NA,-1.1519619333769693
1555185_x_at,LINC00960,-1.1518869428451615
224212_s_at,FAM170B,-1.1518317473439246
1562918_at,ARHGEF12,-1.1516258549637615
201594_s_at,LINC01410,-1.151532344904907
1567183_s_at,LINC01490,-1.151507920849333
221217_s_at,"NA, TBX18",-1.1514899419151516
232215_x_at,TBX18,-1.1514536902627817
224685_at,NSUN4,-1.1511651437732973
1559667_at,Unknown,-1.1508743042309937
233891_at,LCN6,-1.1506912380611118
1552761_at,NA,-1.1506621098443677
237031_at,NA,-1.1506285699318315
224590_at,TDH-AS1,-1.1505610626137845
243707_at,TDH-AS1,-1.15053542196468
237878_at,Unknown,-1.1505037342394078
223733_s_at,NA,-1.150464392096808
49327_at,Unknown,-1.1503950800131926
227922_x_at,"LZTS1-AS1, RNA5SP257",-1.1503787604068247
231603_at,Unknown,-1.150268650134935
1557782_s_at,CDKN2B-AS1,-1.1502064269075172
202436_s_at,Unknown,-1.1501433304947646
228452_at,GPATCH11,-1.1500786762581963
224016_at,Unknown,-1.149965630124989
219744_at,Unknown,-1.1499537839790055
201670_s_at,Unknown,-1.1498333080365812
1561778_at,Unknown,-1.1497745041728242
216269_s_at,Unknown,-1.149643404371412
1554151_at,Unknown,-1.1496109458435366
229727_x_at,CBR3-AS1,-1.1495390754140142
229866_at,HDHD5-AS1,-1.1495176518762942
222344_at,SLC38A2-AS1,-1.1493612192711116
31637_s_at,SLC38A2-AS1,-1.149342215035594
238971_at,NA,-1.149215504798072
244202_at,Unknown,-1.1490986808854873
212358_at,Unknown,-1.1489229136477064
242945_at,NA,-1.1488998040734044
236332_at,LINC02934,-1.1488779505299036
209446_s_at,MDFIC,-1.1488278605801066
243132_at,RUVBL2,-1.1486693958276482
225515_s_at,NA,-1.1486622462604568
232359_at,Unknown,-1.1486492729259867
237335_at,FAM66A,-1.1486353596569305
224546_at,FAM66A,-1.148477525049161
223145_s_at,DDX42,-1.1484455836127676
1564498_at,Unknown,-1.1483672074096745
215079_at,Unknown,-1.1482947160459824
217849_s_at,ZFHX4-AS1,-1.1482411847847656
1552873_s_at,FLRT2-AS1,-1.1481932526388812
216799_at,ZNF7,-1.1478687873059594
211332_x_at,Unknown,-1.1476915559133178
233067_at,Unknown,-1.1476050706780243
1569311_at,LINC00645,-1.14745853662868
217998_at,SAMD14,-1.1472958813886553
209237_s_at,Unknown,-1.1472927756823421
244186_at,DNAJC13,-1.1462341449694373
210697_at,RPS20,-1.1461839248513512
205471_s_at,Unknown,-1.146152283432046
1568754_at,NA,-1.146125468837759
206989_s_at,Unknown,-1.1461198063533649
240396_at,NKAPD1,-1.1461094460853087
217187_at,MCCC2,-1.1458751302332841
233180_at,NA,-1.1456232447738628
220535_at,RMDN2,-1.1456072812623501
206892_at,CYB5R1,-1.1455928080690976
213591_at,NA,-1.1455925481859524
231602_at,VPS37C,-1.1452536650399887
243510_at,VPS37C,-1.145195504587946
232260_at,PAIP2,-1.1450334406566995
244420_at,LINC00958,-1.145032151563101
212226_s_at,Unknown,-1.144875371384865
230717_at,NA,-1.144746756025073
221661_at,Unknown,-1.1445127617389566
229056_at,RAD51-AS1,-1.1444869954946066
1554307_at,"ST6GALNAC3, NA",-1.1443190938026337
214421_x_at,Unknown,-1.144096838240624
1556653_at,Unknown,-1.1440753340723941
240708_at,Unknown,-1.1440389643858737
224690_at,Unknown,-1.1438287500972668
231260_at,ABHD1,-1.1433728214779775
221728_x_at,Unknown,-1.143305068903931
239132_at,OBSCN-AS1,-1.1432131107806882
208487_at,Unknown,-1.143185510589914
234462_at,Unknown,-1.1430237382784878
220581_at,ARL5C,-1.1428612525390733
212728_at,RUBCN,-1.1428460645372749
240692_at,Unknown,-1.1426545324505386
215798_at,WDR86-AS1,-1.1425576108073225
222311_s_at,NA,-1.1424981051925351
238594_x_at,Unknown,-1.1424898412674025
236409_at,FRAS1,-1.1424630398996694
206179_s_at,Unknown,-1.1423811083713051
237234_at,NA,-1.142328118895714
231468_at,NA,-1.142208900468745
AFFX.r2.Bs.thr.3_s_at,LRRC77P,-1.1421754758157252
217112_at,SHPRH,-1.142125440517401
219765_at,NA,-1.142011847862154
226173_at,"PPP4R1L, NA",-1.1419508784356363
219075_at,CCDC66,-1.1418724334137127
1553885_x_at,Unknown,-1.141815396671423
220743_at,LDLRAD4-AS1,-1.1417772375719304
208951_at,LINC00523,-1.1414829744314001
214465_at,ZNF713,-1.1413989946353262
1568649_at,Unknown,-1.1412679597911688
1567410_at,NA,-1.1412019567145582
216084_at,HCP5B,-1.1411585736557708
212837_at,Unknown,-1.141057083648097
217219_at,"AHCTF1P1, AHCTF1",-1.1409515278299365
203650_at,Unknown,-1.1409462123065266
228015_s_at,SNAI3,-1.140801446631235
218438_s_at,Unknown,-1.1406426170187791
1562282_at,RETREG1-AS1,-1.1404706483993439
228561_at,LINC00941,-1.1404513578881512
224119_at,CELF2-AS1,-1.1403986271513606
205095_s_at,LINC02995,-1.1401135224231806
217269_s_at,NA,-1.1400943479641497
210735_s_at,Unknown,-1.1398590596475773
1563662_at,TMEM44,-1.1397508816874924
211748_x_at,LINC02874,-1.1396575825334265
228363_at,LINC02685,-1.1396105898756368
1554447_at,TMEM95,-1.1395767736188493
210560_at,GPM6A-DT,-1.1395292066169191
1556030_at,NA,-1.1393580570000974
230398_at,FSIP2-AS1,-1.1393106496359038
232674_at,RIPPLY1,-1.139181546265471
222576_s_at,TMCO4,-1.1391545807222152
244767_at,DST,-1.139055513862691
239287_at,HM13-IT1,-1.139039875019676
242203_at,"DMRTC1B, DMRTC1",-1.1389213008707593
216936_at,NA,-1.1387798864903793
1569305_a_at,HIP1,-1.1384202283494333
201891_s_at,C1RL-AS1,-1.1381500936771207
1560514_at,Unknown,-1.13811870952067
225214_at,Unknown,-1.137879437080374
223439_at,Unknown,-1.137808539750524
224579_at,Unknown,-1.1376384483199746
206477_s_at,Unknown,-1.1376284166657589
231518_at,NA,-1.1376049151183376
201296_s_at,Unknown,-1.1375525404816074
208397_x_at,ITGA1,-1.1372731715985738
237823_at,Unknown,-1.1372695261222876
37020_at,LINC00997,-1.137192620323914
235346_at,NA,-1.1368671824412655
233383_at,Unknown,-1.1367474232738641
237619_at,Unknown,-1.136746574580072
213363_at,Unknown,-1.136614123567406
1560435_at,Unknown,-1.1357705559173807
240929_at,LINC00299,-1.1355023347868634
210295_at,NA,-1.135411335422319
1558502_s_at,CFAP54,-1.135288934126514
1566500_at,Unknown,-1.1352399829771493
243881_at,Unknown,-1.1351348066766984
227848_at,CLTA,-1.135030608034523
214218_s_at,ARHGEF1,-1.1346379251872036
218312_s_at,NA,-1.1345932677948336
207055_at,PRR7-AS1,-1.1345693308969247
1554378_a_at,NA,-1.1345367160717768
218345_at,Unknown,-1.1345178826605986
201872_s_at,Unknown,-1.1343854075013207
219916_s_at,NA,-1.1343502481437273
201406_at,PLIN5,-1.1342721263649664
1563030_at,PLIN5,-1.133837597066175
231012_at,NA,-1.1337441711764236
242668_x_at,LINC00705,-1.133561817754991
232996_at,SAMD11,-1.133353357021243
1562944_at,LCNL1,-1.1331040960177585
200733_s_at,CPXCR1,-1.1330174069639944
234712_at,CPXCR1,-1.1330021024696564
214836_x_at,Unknown,-1.132820847159148
202806_at,AWAT1,-1.1327889662772372
1552535_at,LINC01996,-1.132387137979143
208808_s_at,LINC00636,-1.1323464005333521
232869_at,STEAP1B,-1.1322590620923776
219732_at,DLGAP1-AS3,-1.1321728949910557
207212_at,GRAPL,-1.132141320704766
233905_at,Unknown,-1.1321197836474566
230429_at,NFE4,-1.1320656981744552
1565644_at,LCE1B,-1.132000612265656
237857_at,NA,-1.1317279205216197
1557120_at,FGF13-AS1,-1.131685742361981
1559110_at,Unknown,-1.1316129630960399
215467_x_at,MYO18A,-1.1312629349248666
204117_at,OBSCN-AS1,-1.1312260668392249
229131_at,Unknown,-1.131206412712519
238654_at,Unknown,-1.1311286990715623
1559754_at,NA,-1.1309890217872631
242285_at,LINC01333,-1.1309703037973886
239909_at,NA,-1.1308869712550476
209337_at,NA,-1.1308135072898697
1554961_at,SLC16A1-AS1,-1.1307857865558923
231543_at,PRDX5,-1.1307115899574716
1554897_s_at,LINC02683,-1.1306833707141575
1568987_at,NA,-1.1305773017802225
AFFX.ThrX.M_at,Unknown,-1.1305563618165628
231815_at,CEP89,-1.1303859040195234
239106_at,Unknown,-1.130280957521968
1552914_a_at,SPMIP11,-1.1300082152389546
224425_x_at,NA,-1.1299955894923828
201047_x_at,ATP8A1-DT,-1.1295904562221741
1553131_a_at,NA,-1.1294295474054854
1559655_at,NA,-1.1293110229956447
205993_s_at,Unknown,-1.1292155877035075
242616_at,NA,-1.129153526222444
1556507_at,NA,-1.129143848307648
1558626_at,METTL21EP,-1.1290566068008523
1552596_at,Unknown,-1.1290094964756816
205824_at,NA,-1.1288993206945823
213518_at,Unknown,-1.1288898588448517
204021_s_at,TIE1,-1.1288752560783255
237349_at,"NA, WHAMMP4",-1.1287896938416433
235970_at,SCPEP1,-1.128773855288721
208512_s_at,Unknown,-1.1287693227117588
203773_x_at,"NA, KIZ-AS1",-1.1287253969953406
230978_at,Unknown,-1.128633415919214
219994_at,LINC01127,-1.1285523635447479
216034_at,NA,-1.128483103179539
1564584_at,NA,-1.1283798406318575
226263_at,"VSTM2A-OT1, VSTM2A",-1.1281869268224105
240110_at,TRHDE-AS1,-1.1279824105975058
218506_x_at,TMPRSS11B,-1.1277315694479604
1560014_s_at,GDNF-AS1,-1.1276689309715875
1557124_at,LINC02250,-1.1276519793888982
1559926_at,Unknown,-1.1274613441232464
224176_s_at,IL12A-AS1,-1.1273747590576149
212252_at,HEATR4,-1.1273543676080442
235153_at,Unknown,-1.1272947348875781
206695_x_at,Unknown,-1.1272677738737735
232426_at,Unknown,-1.127010781083352
222865_x_at,Unknown,-1.1269937845686382
206176_at,Unknown,-1.1268584929099899
1555585_a_at,FBXW2,-1.1267044192360762
1566471_at,Unknown,-1.12661810107034
215353_at,Unknown,-1.1262952169605012
211717_at,Unknown,-1.126291128175549
236145_at,NA,-1.1262407405388448
237612_at,DLGAP1,-1.1260092864321611
1557639_at,RPSA2,-1.1259398373063407
228484_s_at,"NA, ZNF568",-1.125879639471372
204623_at,DNHD1,-1.1258258570523234
243716_at,NA,-1.1255184794781805
1557862_at,DYRK3,-1.1254615739858453
235564_at,MYO3B,-1.1254095333867955
211806_s_at,IER5,-1.1252789626419903
238987_at,TMEM252-DT,-1.12523829402855
207736_s_at,"TMLHE-AS1, NA",-1.1252331860887215
217867_x_at,Unknown,-1.1250925847752826
229708_at,NA,-1.1247668870115612
1552811_at,Unknown,-1.1247148680177605
209620_s_at,LINC00944,-1.124668840831248
1570167_at,LINC02433,-1.12449222751026
1566231_at,C19orf84,-1.124454629079655
