Probe,Gene,logFC
219196_at,AMER2,1.43265330758308
223492_s_at,RNF152,1.4326301015640874
200908_s_at,ZNF644,1.4321354635692731
225514_at,B4GALNT3,1.4319619819344478
211389_x_at,LRRC43,1.4318244203195796
229219_s_at,LRRC43,1.4311238253244014
216996_s_at,CEP89,1.4310144747311668
237530_at,AK7,1.4309231112029581
229844_at,Unknown,1.4308861754824864
1566256_s_at,ICMT-DT,1.4307162627134458
223002_s_at,METTL21A,1.4305796043285817
243581_at,OTOGL,1.430517288785634
222352_at,Unknown,1.4304777731805498
203893_at,SPATA25,1.4299054821424777
224677_x_at,"NA, NXNL1",1.4298319492894729
1563033_x_at,GLIS3-AS1,1.4298231448140826
206048_at,Unknown,1.4295809924717768
224148_at,MCM9,1.429549346219228
230882_at,AJUBA,1.4294124190599036
1569878_at,DCBLD1,1.4291577628856411
33304_at,SLAMF9,1.4289118452659713
210073_at,GOLGA4-AS1,1.4287404151218939
213175_s_at,UBE2U,1.4287279917428166
202212_at,METTL27,1.4287087574859867
244578_at,ZC3HAV1L,1.4285965199262627
202942_at,RASGEF1B,1.4284349238188219
226830_x_at,KCNJ5-AS1,1.4282918036782741
240823_at,C21orf58,1.428120763333054
218583_s_at,BLTP1,1.428082602672677
225593_at,STOML3,1.428012637285734
242214_at,SILC1,1.4279526669121392
202147_s_at,FAM227B,1.426972072272496
1557181_s_at,SPATA32,1.4265634547201844
227607_at,SPATA32,1.4260403740354948
218013_x_at,C3orf49,1.4258552585021014
222707_s_at,TMEM252,1.4256153813284311
224483_s_at,CIP2A,1.4255736089034028
203054_s_at,TLE6,1.4254125467217806
244244_at,TLE6,1.425205932563809
224051_at,RTP1,1.424858290493904
221004_s_at,PRR35,1.4248460426397498
211200_s_at,CYP1B1-AS1,1.4244759421364634
218977_s_at,"NA, APOBEC3D",1.4244013087330594
200942_s_at,LINC00315,1.4242684005864983
203194_s_at,COL6A5,1.4242421160495
201897_s_at,SPMIP2,1.4240361589230557
207224_s_at,CCDC149,1.4231843070765302
1555102_at,BEND2,1.4230302318504156
202919_at,CBY2,1.422547489307428
213361_at,B3GALT5-AS1,1.422335746589204
218841_at,P2RY10,1.4217246681268956
222792_s_at,ZBTB3,1.4210977594422929
222577_at,Unknown,1.420977221332718
208249_s_at,WDFY4,1.420650243199743
242414_at,KIAA0825,1.4203787268084531
225801_at,SESN3,1.4203023027655213
203384_s_at,CSNK1G2-AS1,1.4202652960807218
227765_at,NATD1,1.4202433315615557
228787_s_at,ZSCAN10,1.420002092412333
227736_at,SAMD3,1.4199271571361525
223207_x_at,"GOT1L1, NA",1.4197445645377327
201570_at,LINC02870,1.419500178313988
228729_at,ZNF99,1.4191961103038242
227315_x_at,ZNF99,1.4190519366561758
244082_at,CFAP65,1.4189605644095509
201804_x_at,SIGLECL1,1.4188975361229779
238835_at,MRGPRX2,1.41868895859328
202839_s_at,KLF17,1.4184805517573997
236637_at,NA,1.4179767374567744
209650_s_at,CFAP47,1.4177498720229293
233802_at,EXD1,1.4176530515499781
1556583_a_at,SLF2,1.4176303519178246
218866_s_at,LINC00955,1.4170239210879505
1556421_at,NA,1.4168962299605816
223586_at,LINC01517,1.4162903087478667
218723_s_at,PIKFYVE,1.416288942677629
221622_s_at,LINC00479,1.4157098775992032
213123_at,LINC02907,1.4155467921008118
219531_at,SLC22A24,1.415161049491933
213261_at,FMO9P,1.4151591810447188
206519_x_at,ELMOD2,1.415109950551485
242139_s_at,ACER1,1.41490488269159
239441_at,OSTCP1,1.4148237158002028
226212_s_at,LINC00305,1.4146493643745477
227303_at,BFSP2-AS1,1.4146030110440202
229343_at,BFSP2-AS1,1.4145637718796842
236734_at,STK32A,1.4145353039518818
228351_at,DCD,1.4135012490991206
239604_at,"EXOSC6, AARS1",1.4134443254984421
201582_at,ZDHHC19,1.4133082465510298
1562093_at,PPP1R21,1.4131319344540751
229367_s_at,TMEM237,1.4130828466216045
201414_s_at,"ZNF564, NA",1.4129826817589246
206581_at,RHOB,1.4124350711292506
200051_at,CEL,1.4120406504375902
209517_s_at,Unknown,1.411967602153237
212881_at,DPCD,1.4117672074622214
228692_at,CYP39A1,1.411765321010842
223109_at,BORCS8,1.4115461135412275
218321_x_at,ZNF121,1.4115103992995002
229081_at,RAB7B,1.4114310466535467
207119_at,RASEF,1.411196057496152
207518_at,ATP6V1C2,1.4110743996755502
205593_s_at,BRICD5,1.41092075292032
220130_x_at,VSIG10,1.4107471627874508
1555002_at,MED25,1.4105111337452612
211725_s_at,NT5E,1.410193687871179
204413_at,NT5E,1.4101932659038638
209983_s_at,Unknown,1.409343193234951
232816_s_at,CHD2,1.4091533218921266
205703_at,CHD2,1.4091067527491863
1565329_at,USB1,1.408987958553939
216835_s_at,SNRNP35,1.408859363713632
220945_x_at,GPNMB,1.4086258060128407
202702_at,CEP57L1,1.4085608196820014
204698_at,ZNF12,1.4080864134010074
1560823_at,"CCDC13, NA",1.4080810297282353
210502_s_at,"CCDC13, NA",1.408051845091656
227825_at,MYO10,1.407881582206201
244226_s_at,SLC4A4,1.4078441876962677
55616_at,FRMD4A,1.407175325794517
221569_at,Unknown,1.4070255745465048
239911_at,LARP1B,1.4069070234777301
222216_s_at,DGLUCY,1.4068935440603685
219953_s_at,MRAP,1.4064490600418127
230009_at,ZNF24,1.406374047501062
1568923_at,"DCAF8, NA",1.4057962412099996
215054_at,SMPDL3B,1.4056789932844735
230361_at,SETMAR,1.4048140572014964
225796_at,SETMAR,1.4045804312060948
228970_at,"C8orf76, ZHX1-C8orf76",1.4044986813757698
210813_s_at,KICS2,1.4041488276168546
221216_s_at,DEUP1,1.4038749871228815
209803_s_at,DEUP1,1.40365886576245
233948_at,TLCD5,1.4035607268204406
213378_s_at,TMEM53,1.4034721617730244
210871_x_at,DNAJA3,1.4034433997035465
210219_at,CNOT9,1.402860384511486
201745_at,NOL9,1.4026912066208646
214632_at,"SBDS, SBDSP1",1.401905399490174
225082_at,SNAPC5,1.4015770994416907
1557882_at,RBM33,1.4012309959614064
225315_at,RBM33,1.4009771072905208
216980_s_at,MIR31HG,1.400581775208979
213127_s_at,TMTC4,1.39973211833061
214105_at,NA,1.3995728106607153
204384_at,NBEAL1,1.3992549058958883
229135_at,CARF,1.3992004290227131
227450_at,CDCP1,1.3991164090455173
224867_at,ULK2,1.3989896437345692
215174_at,C5orf58,1.398684660004598
218368_s_at,PARP11,1.3986807175610276
232303_at,CCDC60,1.3986734656827664
203027_s_at,USB1,1.3986338482744798
228997_at,HSD17B12,1.3985605591068562
214755_at,NLGN4Y,1.398076340967191
1552937_s_at,MSRB3,1.3980459450157203
232857_at,MSRB3,1.3980302940898108
220864_s_at,"NA, ADIG",1.3980011023245922
217769_s_at,CCSER2,1.3978400352780758
202301_s_at,RUFY2,1.3976494887094895
1569110_x_at,DNAI4,1.3973698930926466
229713_at,SUGT1P3,1.3971676047335677
217477_at,PPP1R21,1.3968028554125214
233904_at,OGDH,1.3961412675563483
239765_at,OGDH,1.3960765494956278
202297_s_at,GDAP2,1.3958206775256705
214194_at,MCPH1,1.3956597604442005
219406_at,ZNF446,1.3951530848448588
213426_s_at,SLC25A27,1.3951109495544196
229208_at,TWIST2,1.3951092269272423
219620_x_at,FAM53B,1.395092601306014
223309_x_at,GOLGA7,1.3949975774402716
201834_at,SH3KBP1,1.3949747066998164
223476_s_at,MBLAC1,1.3946455450266748
240882_at,CD300LB,1.3943725621020346
201067_at,CD300LB,1.3942819933016082
209483_s_at,"C3orf33, NA",1.3941461817175738
218201_at,DMAC2L,1.3939055688437074
224418_x_at,"TRIM74, TRIM73",1.3933779696321673
204219_s_at,Unknown,1.3930727450169211
201267_s_at,POU2AF2,1.392940454834183
211519_s_at,C5orf46,1.3921494364527094
202466_at,IZUMO1,1.3917980360091566
208066_s_at,SH3YL1,1.391745987339106
227143_s_at,PTPRO,1.3917106265212456
201770_at,CABP4,1.3916712353602125
215450_at,GRIK1-AS1,1.3914648012605588
1554080_at,MEI1,1.3910045174151526
232275_s_at,KCNS2,1.3906983367960581
200882_s_at,ARHGEF10,1.3906384926855204
241483_at,"NKX2-1-AS1, NA",1.3905077166211885
223292_s_at,VPS50,1.3899671978798613
208014_x_at,Unknown,1.3896863175868304
202657_s_at,LINC02712,1.3894401765454771
208272_at,ZNF396,1.388871206753648
237759_at,KATNAL2,1.3885993168671802
1555090_x_at,C1orf210,1.3882035139847202
203853_s_at,Unknown,1.387805350092709
218622_at,CERS3,1.3875935062617122
213534_s_at,PCNX2,1.3873582640184805
209266_s_at,FRYL,1.3871978002614704
231917_at,KLHL29,1.387166440487345
218291_at,KLHL29,1.387125408052213
201953_at,CKAP2,1.3870072446354336
229657_at,Unknown,1.386980260647014
203862_s_at,MORN1,1.38697823087468
223356_s_at,ERAP2,1.3869597166967995
201077_s_at,ERAP2,1.3869327463632208
244731_at,SART3,1.386835351690906
1569856_at,FANCM,1.386759105410648
202494_at,C9orf43,1.3864368027255316
219065_s_at,NOCT,1.3862074658526633
205224_at,"MARK2P21, NA",1.3861651250390694
227702_at,HERC3,1.3856994252688037
212004_at,TTBK2,1.3851992332647665
214276_at,TTBK2,1.3849538715058556
226011_at,TTBK2,1.3849340666032692
226069_at,WDR49,1.3845905975966044
1555900_at,SVOPL,1.3845325498924714
211427_s_at,HNMT,1.3841771069578002
210573_s_at,Unknown,1.3839997740275451
202698_x_at,EIF4G3,1.383931666614458
210160_at,EIF4G3,1.3839239665292453
231922_at,RNF170,1.3837528690150234
1563750_at,C6orf141,1.383603949808442
217561_at,TRMT61A,1.3833121546428802
218235_s_at,"FKBP6P2, FKBP6P1, NA",1.3832684092296363
1555111_at,HDAC4,1.3828926418921008
1560884_at,DYNC2LI1,1.3827218871232245
204205_at,CANT1,1.3824125664820348
232401_at,STXBP4,1.3823676432553915
214335_at,LRRC18,1.3823569458411669
210678_s_at,DNAJA4,1.3817043152955686
229384_at,DNAJA4,1.3816239788401428
204493_at,CYTH4,1.381591127325765
224094_at,FARP2,1.381518614359532
218728_s_at,COG3,1.381244760839759
1566181_at,HELQ,1.3808611578775944
214151_s_at,HELQ,1.3807862937542368
223542_at,STAP1,1.3805855222558374
220315_at,"AQP12B, AQP12A",1.3803944291325085
215667_x_at,GIN1,1.3803743317493655
202753_at,Unknown,1.3801584483563392
236937_at,SIAE,1.3797036659381405
227669_at,FCHSD2,1.3796314124817464
212896_at,PPP2R5C,1.3795537679683325
233434_at,CALHM1,1.3793129529508414
240562_at,NT5C1B,1.379219955512907
215766_at,Unknown,1.3788570083742282
200628_s_at,HACD1,1.3787846215641844
230678_at,"CNTNAP4, NA",1.3785799779046637
201758_at,TP73,1.3784696879908687
227323_at,NEK11,1.3784412713371361
202999_s_at,LINC00656,1.378401150228469
1569770_x_at,TRAM2,1.37830822661423
235241_at,PADI2,1.3782727878330734
203597_s_at,PADI2,1.378258177119066
36554_at,CST9,1.3781548408869777
219036_at,NA,1.377987850653224
204936_at,"NELL1, NA",1.3776951169739406
207573_x_at,UEVLD,1.3775730106995983
224504_s_at,DYNLT2,1.3773010852003296
221871_s_at,Unknown,1.3770536909920974
231714_s_at,CLEC7A,1.3767646634951265
213773_x_at,TK1,1.3767353562712856
230173_at,RCC1L,1.3767087670566218
209571_at,RCC1L,1.3763877349896663
227211_at,RRN3P2,1.3762796182996662
225534_at,OSGIN2,1.3761834475627375
225171_at,APH1A,1.3758847992975265
233982_x_at,SPOCK3,1.3756792560118294
219244_s_at,"NA, FIP1L1",1.375097377877703
227674_at,SMIM11,1.3748081851808114
202656_s_at,"NA, SMIM11",1.3746604277179537
210152_at,REG4,1.3744728446965708
234871_at,KIAA0513,1.37433565517616
233942_at,WAPL,1.3742965286029756
210253_at,BEST1,1.3740982115437128
220836_at,BEST1,1.3739603585986935
202678_at,ZNF85,1.3739085659701242
223219_s_at,JPX,1.3738869477132274
204160_s_at,MIER3,1.3736867825098587
206707_x_at,"NA, DNAJC14",1.373611535913986
222038_s_at,HILPDA,1.3735078251054398
218281_at,LINS1,1.373213603464763
1563539_at,DNAJB9,1.3728780919386867
219823_at,CRTAP,1.3728627018237625
202810_at,METTL26,1.3726469099072316
1568487_x_at,NA,1.3725384708834127
217766_s_at,ZBTB44,1.3724809811262506
232147_at,ZBTB44,1.3724569242981972
229610_at,MOXD1,1.3720402969569427
209503_s_at,C19orf47,1.3719930467243056
211075_s_at,ZNF808,1.3719247124657337
227968_at,HEATR3,1.371756023679599
232452_at,CARD8,1.371686893806443
206965_at,"ARMC10, ARMC10P1",1.3716863189703354
1560692_at,SAR1B,1.371283878138739
225415_at,TMEM37,1.3712567455276163
220703_at,GFOD1,1.37115860211829
239796_x_at,ATF6B,1.3711122038490051
223765_s_at,CEP70,1.3710998103783985
231915_at,CEP70,1.3710900304794669
213857_s_at,THADA,1.3709660756496118
1567856_x_at,THADA,1.3708552178632407
204058_at,MTHFSD,1.3705939763111132
207541_s_at,PPA2,1.3700851288616684
235837_at,RGS7,1.3699518521015022
222551_s_at,NAALAD2,1.369799170205813
204613_at,NAALAD2,1.3697169034742196
1569568_at,MINDY3,1.36941540066094
227942_s_at,GHITM,1.3693102205873093
218119_at,WWC1,1.3691451489106072
241529_at,CEP89,1.3691397948828021
1570631_at,ACSM5,1.3690566703191154
212754_s_at,"RNA5SP530, RNA5SP284, NA, RNA5SP283",1.3690484988581966
205482_x_at,"RNA5SP530, RNA5SP284, NA, RNA5SP283",1.3690397285272409
238702_at,CD80,1.3686954922473895
232764_at,ZNF778-DT,1.3686735711336864
202681_at,VSTM2A,1.3679870528888158
239864_at,"TTC12, NA",1.3678258532305565
225645_at,C2,1.3678073394625032
1554456_a_at,DPYD,1.3676244037652578
211758_x_at,DPYD,1.3675905169269402
213634_s_at,TMEM126B,1.3675521924207727
1557222_at,DNAH14,1.3673106879950678
218070_s_at,SLC25A48,1.3672083152312051
215744_at,APOBEC4,1.3661824299648206
203978_at,FAM13C,1.3661127890959108
223337_at,CFAP97,1.365822954499528
231918_s_at,ATP11B,1.3654210812170415
1562916_at,ATP11B,1.3653240339899582
226852_at,DCAF5,1.3651745331845226
201188_s_at,PGM5,1.365018360097329
221784_at,Unknown,1.365010058707646
219802_at,DYNLRB1,1.364719403393904
207554_x_at,APBB1IP,1.364406125721711
228089_x_at,"NA, CYB5R3",1.364096477620501
223643_at,BPNT1,1.3640236861951884
241466_at,ETV4,1.3639385281616025
236992_at,PSMD10,1.3638045027861068
241156_at,MYO18B,1.3634804339528321
200828_s_at,NFIA,1.3633492950630086
204247_s_at,ETFBKMT,1.363049765577512
213119_at,DRC3,1.3627500875707133
229650_s_at,IFT70B,1.3627282954538251
223222_at,PCAT4,1.362563006370058
201209_at,SLC1A6,1.3625092589193464
229204_at,ARHGAP27,1.3623707063378783
220890_s_at,SYMPK,1.3621380292902856
237327_at,LIG3,1.361971686783123
227947_at,LMNA,1.361584984540575
1555351_s_at,NKAIN2,1.3613751454895244
203802_x_at,"MBTPS2, Y_RNA",1.360993400411218
219030_at,CNKSR2,1.3606882661094561
242273_at,ANKMY1,1.3602049898554671
211595_s_at,PTBP2,1.3594878899858214
224575_at,NA,1.3593238512640342
211707_s_at,AGFG2,1.3591128919664182
213670_x_at,MBLAC2,1.3589986993648937
210050_at,DGKE,1.3589475273434481
219219_at,BCL6B,1.358828137047627
212710_at,EPHA7,1.3587165917850244
210570_x_at,ZNF154,1.358454845718961
221290_s_at,ZFYVE16,1.358417923172634
227344_at,PALM2AKAP2,1.358336597145487
238354_x_at,RGS11,1.358003467541282
235407_at,OSBPL1A,1.35796958848215
231300_at,DUOXA1,1.3577932097422771
224509_s_at,NA,1.3577851522104076
236200_at,NA,1.3576543411622493
232353_s_at,CFAP61,1.3573071079987888
1570253_a_at,CNST,1.3572766164986423
238097_at,NUMA1,1.3569589689230617
202613_at,Unknown,1.356830662449203
235676_at,GGA1,1.3562208157466453
1554001_at,IFT56,1.3560963393365104
201274_at,SYCE1,1.3560902302841007
1553978_at,HNRNPDL,1.3556298803288875
233354_at,LAPTM4B,1.355587184483114
218569_s_at,KCNS2,1.3554734185109278
227202_at,CCDC187,1.3552678290750186
229417_at,CEMIP,1.3552243211768404
224941_at,NLGN4X,1.35487112526574
226220_at,TACC1,1.3548326348388733
1554958_at,PACSIN2,1.3547991705708082
214020_x_at,TYMS,1.3544509363677153
220896_at,L3MBTL4,1.354385209166829
226453_at,CDH7,1.3542998107888287
231634_at,TBC1D16,1.3542877747663813
240805_at,NALCN,1.3541406988607598
210559_s_at,ARHGEF10,1.3540853096272385
220307_at,ATP8B3,1.3540141341527236
218009_s_at,OR2L13,1.3536773035644782
219008_at,KCNMB1,1.3535174729074384
240475_at,CALHM3,1.3534166097796307
203383_s_at,DRAIC,1.352994215659219
229099_at,PDE4D,1.3529264914331969
1556758_at,NDUFA10,1.3526159171639476
202553_s_at,Unknown,1.3525286058229902
219500_at,ZNF655,1.3523943833092107
226860_at,SLC9A1,1.3523919939480669
218192_at,MCTP1,1.352297718013396
226087_at,LINC02363,1.3522898894809794
214046_at,LINC02363,1.3522812677419083
235923_at,TRIM7,1.3522002135510292
1570391_at,"NA, IPP",1.351776584190017
232729_at,IPP,1.351670648709329
201250_s_at,"FGF7P2, NA, FGF7P1, FGF7P3, FGF7, LINC01189, FGF7P6, FGF7P5, FGF7P7, FGF7P4, FGF7P8, LINC01410",1.3512601503993604
240013_at,PMS1,1.3511571437465586
204435_at,CARD16,1.3511340472718323
227707_at,SEPTIN2,1.3510481383980517
217488_x_at,CLCNKB,1.3510425501879348
213536_s_at,CLCNKB,1.35086502995609
241583_x_at,MTUS2,1.3507203095906741
202194_at,CD99L2,1.3504125108605025
218861_at,SRCIN1,1.3503667774835704
238559_at,WWC2,1.3500841352868833
208679_s_at,"NA, UBE2DNL",1.3500746029405928
237838_at,LINC00301,1.3500607130973985
1561762_s_at,CRYZL1,1.3498190968717207
1556183_at,ZNF785,1.3496769395160522
221512_at,ZNF785,1.3496329603598751
242166_at,NA,1.349563150843196
206959_s_at,ZFP42,1.3493577077371377
226193_x_at,ZFP42,1.3493348608737623
209709_s_at,PHLDB2,1.3492376694648303
228587_at,PHLDB2,1.3492177271696917
244085_at,PHTF2,1.3491914447343674
211228_s_at,MGC32805,1.3491701844406196
1557373_at,CNTN1,1.348936545971011
214717_at,STKLD1,1.34851048668824
235608_at,ZSCAN20,1.3480738623526023
228752_at,UBE3C,1.3477299412085744
243889_at,UBE3C,1.3475644866539973
213034_at,DPP6,1.3473911719558753
203145_at,SYT16,1.3473875026885265
201290_at,SNED1,1.3473131197104335
227460_at,RAB39A,1.3468474118240688
1566749_at,"NA, FNDC9",1.3468358712485349
238570_at,TRIM72,1.3467993897980983
233326_at,CLDN19,1.3467200711446021
201093_x_at,FBXO8,1.3467164991600933
202000_at,SPIRE1,1.3467087419615746
223560_s_at,ACP1,1.3464151370401776
224475_at,NA,1.3464107138645323
1570567_at,PLA2G4C,1.3463117478198061
226308_at,CLDN20,1.3463057510137832
238362_at,ASTN2,1.345937549745918
200726_at,ITGA11,1.3458959811658073
204153_s_at,AGBL3,1.3458934521247328
221130_s_at,ZBED1,1.3458704896729359
216246_at,PHTF2,1.3458371363250181
229221_at,CDK15,1.3457814482366839
228775_at,ADCY7,1.345660207261413
226329_s_at,PDGFRA,1.345547198219184
216843_x_at,MCTP2,1.3451421133299288
224820_at,RASSF5,1.345132787105168
213297_at,B3GNT5,1.3451139517072708
222199_s_at,USP36,1.3450427527796387
1557883_a_at,"CYP4A22, CYP4A11",1.3450270051267856
227325_at,NA,1.3449624985417257
202300_at,SLC12A1,1.3446905664009607
207098_s_at,EYA3,1.344602158312194
212411_at,CCDC158,1.3445621257368447
1557566_at,CFAP92,1.3444254657060164
210383_at,CYP2U1,1.344413313303154
208140_s_at,PRKN,1.3442834326485544
238922_at,PTPN7,1.3438763111305425
1568763_s_at,DOK5,1.3433498157824002
223917_s_at,Unknown,1.3427707284553867
242049_s_at,CSPP1,1.3423628902619547
235047_x_at,MITF,1.342358658656036
227951_s_at,ERCC8,1.3420194392322977
215412_x_at,PRIM2,1.3418730761662632
211169_s_at,PRIM2,1.3417780157981636
203696_s_at,MLXIP,1.3416452920282034
229624_at,EMSLR,1.3416136976138036
231022_at,TIA1,1.3415995937977743
244444_at,LINC02207,1.341515709612067
224023_s_at,PCBD2,1.3412395442706455
235118_at,FCER1G,1.3411920358099685
203019_x_at,Unknown,1.3411696595273987
223100_s_at,FRMD8,1.3411054044048931
213736_at,FRMD8,1.340935655655564
218870_at,MPHOSPH6,1.340639766278326
237310_at,HYDIN,1.340594275918815
229268_at,IHO1,1.340579953205809
228319_at,PDE12,1.3402061965498158
218648_at,JRK,1.3401834631065388
236712_at,CFAP69,1.3400951256396139
234234_at,SCEL,1.3399366484691302
1563881_at,SCEL,1.3398369807000323
238775_at,"CYP4A22, CYP4A11",1.3391781664402695
229354_at,ZSWIM2,1.339171073818459
223107_s_at,Unknown,1.3390197713984189
243422_at,EXOC3L1,1.3386583491545672
227017_at,ACOT11,1.3385781696775487
202546_at,FAM230I,1.3384450243065562
216810_at,KLHL14,1.338397650334092
214630_at,KLHL14,1.3383528896728365
201509_at,VIL1,1.3383202044902252
241947_at,VIL1,1.3382821465336128
242758_x_at,ACAT1,1.3380998561237432
232507_at,NA,1.3380245939212363
205812_s_at,ACAN,1.3379574483308772
209184_s_at,Unknown,1.3379523067249126
1554553_s_at,NA,1.3375481201755055
224634_at,ZNF641,1.3374819091586152
206942_s_at,CCDC190,1.3374589202370024
205733_at,FGFR4,1.3374261237046572
210098_s_at,FGFR4,1.337274493963263
214057_at,Unknown,1.3372455801413983
1557132_at,FILIP1L,1.3370479339934862
230778_at,DIP2A,1.3367923646720627
227948_at,Unknown,1.3365918239380277
224163_s_at,ACY3,1.3362967113050146
201228_s_at,LINC00051,1.336288419882857
214733_s_at,LKAAEAR1,1.3361570887204066
213126_at,"NA, DLGAP2",1.3359299201165014
231734_at,ATF3,1.3358848160803662
225794_s_at,EQTN,1.3358425577612403
1562431_x_at,Unknown,1.3353562079087755
226527_at,ZNF396,1.3352806220065745
230891_at,GOLGA3,1.335008417917756
206689_x_at,AREL1,1.334868368397028
203180_at,RAG1,1.334591351250208
221791_s_at,Unknown,1.3345499761534039
201740_at,Unknown,1.3344477518938795
238765_at,RBL1,1.3341360975671996
206569_at,RBL1,1.3341013665708743
1559807_at,OR2C3,1.3334850029493035
229996_s_at,CDHR1,1.3334823345562237
243925_at,RGS12,1.3328823541664014
225683_x_at,CLRN1,1.332689335866164
221247_s_at,CLRN1,1.3326732614851078
219286_s_at,EPB41L4A,1.3324899949839424
241221_at,ABCC4,1.332394097366668
211047_x_at,LINC00612,1.332393112250011
214084_x_at,NAGA,1.3323918208535723
232701_at,LHFPL5,1.3321955983959746
241660_at,CENPI,1.3318167362463498
202045_s_at,TSPEAR,1.3317879211871235
210441_at,SYT9,1.331616548834939
1557993_at,Unknown,1.331542511787847
225359_at,CCNG2,1.3315405355596082
220330_s_at,LPGAT1,1.3314654107064265
218941_at,Unknown,1.3313484367454884
223209_s_at,GTPBP3,1.3312381785531167
224213_at,USP6,1.3312150584748397
1556329_a_at,KCNH5,1.331010937574346
201782_s_at,ZNF843,1.3308486275082538
222240_s_at,Unknown,1.3307013311223996
223993_s_at,LINC01657,1.3305864504414389
1554875_at,STAT5B,1.3305770100684313
230048_at,TMEM182,1.3305159139712337
1553519_at,PPM1F,1.3304420328657907
228559_at,AFDN-DT,1.3302317408001558
216822_x_at,STPG2,1.3302169544238829
221031_s_at,PTGFR,1.3302039367394678
216097_at,MPP4,1.3297664174176038
220885_s_at,FGF7,1.3296924061703708
1562821_a_at,FGF7,1.3295619560965175
215136_s_at,CTDSPL2,1.3294220263737386
224351_at,SLC10A7,1.329401522776361
221855_at,KLHL3,1.3293730620332112
240668_s_at,CCDC181,1.3291867469056997
216991_at,CCDC181,1.3291305749341478
224864_at,PARD3B,1.3290261648419752
208740_at,ADGRA3,1.328899519693999
239865_at,ST6GAL2,1.3288575453654423
228426_at,LINC01126,1.3288347903159998
201056_at,PAXBP1,1.3287770534559045
233464_at,MOCS1,1.3287214897929305
234660_s_at,Unknown,1.3286785247197228
206163_at,PALD1,1.3284375063664589
224768_at,FGD6,1.3283072634121817
239634_at,OTUD7B,1.328247442054302
204982_at,"SLC9B1P3, SLC9B1, NA",1.328179855532819
206650_at,SLC9B1,1.3281441546298371
236940_at,ARL17B,1.3280082819216732
200814_at,Unknown,1.3278548628573275
1561281_a_at,ATF2,1.3278545414892893
217578_at,M1AP,1.3276544415691867
232853_at,TMEM74,1.326938059783348
202209_at,"PRR5-ARHGAP8, ARHGAP8",1.3266922898236535
1555573_at,Unknown,1.3265238553175356
227404_s_at,KIF26B,1.3264407076469378
209971_x_at,PGPEP1,1.3263538294087807
241992_at,ZNF396,1.3263012124148903
238202_at,"NAMPTP1, NAMPT",1.3262189710115848
237241_at,CALN1,1.3261859519520243
218173_s_at,LIG3,1.3261787949659196
207348_s_at,ST3GAL3,1.326067615431681
214171_s_at,Unknown,1.3256228686504832
223641_at,Unknown,1.325555939976822
209256_s_at,IGHV7-81,1.3254147047469091
223532_at,NA,1.3253882599539888
202795_x_at,ST3GAL3,1.3253811965290836
240107_at,TERF2,1.325320970104254
224223_s_at,Unknown,1.325128587474407
229859_at,MTUS2-AS1,1.3250105761172526
218973_at,FHL5,1.3244216395577664
229855_at,ZNF277,1.324282607429262
235531_at,FBXO36,1.3240098868568289
230215_at,LINC00421,1.3238124276395953
204377_s_at,C21orf58,1.3238065852651222
234887_at,C21orf58,1.3237929031184257
201189_s_at,GOSR1,1.323789663031866
214473_x_at,RPRD1A,1.323508086027498
212296_at,SLC44A4,1.3233010180575817
203113_s_at,NA,1.3228655257660344
1564204_at,DTWD1,1.322470081410832
227402_s_at,CLEC7A,1.3223774026841824
1554309_at,HRH3,1.3221623376501452
221821_s_at,UBE2W,1.3220743708993428
207165_at,RGR,1.3219290442027654
1560204_at,NA,1.321895741737921
1555778_a_at,C1orf43,1.32157959017889
213278_at,C1orf43,1.3215513867909823
1565819_at,MANEA,1.3214860420059378
214440_at,C1S,1.3214065410872706
202677_at,B3GALT5-AS1,1.3210827882491074
1569958_at,RHOJ,1.321071100519186
238685_at,RHOJ,1.3209658474373123
1570552_at,"NA, IQCF3",1.3209445277782725
211759_x_at,PGC,1.3208106308090246
211632_at,Unknown,1.3207760578104915
204355_at,PTH2,1.3206239877132717
218260_at,RP1L1,1.3201351927357217
204894_s_at,SCN1A,1.3200850334621557
210067_at,"NA, RAPGEF6",1.3199980620961689
243789_at,WNK3,1.3199188940288153
214710_s_at,CPEB3,1.3197365703735304
219322_s_at,Unknown,1.3196723168528366
206817_x_at,COL25A1,1.3194784096500702
230654_at,PPIP5K1,1.3193683933219629
211746_x_at,EVC2,1.319338746677011
237955_at,MAP3K20,1.3192870572116797
218840_s_at,Unknown,1.3192439086891952
202962_at,ABCC13,1.3190361404181457
37226_at,Unknown,1.3190011628545693
214258_x_at,GRID1,1.318895571027948
216977_x_at,ANO1,1.3188286759327585
243942_at,WFS1,1.3187126778541165
213868_s_at,"RSPH10B2, RSPH10B",1.3185321502573617
1560905_at,GALNTL6,1.3184294468677866
202758_s_at,SELENOI,1.3182882493926147
224689_at,"NA, SLC4A5",1.3181441612063178
232874_at,ARMC8,1.317876858402342
223348_x_at,CDKL1,1.317390471032147
235688_s_at,TRPV3,1.3171998761292025
230370_x_at,STRIP2,1.3171400078072735
230672_at,ERC1,1.3169512981248572
239825_at,VWA3B,1.3168731077470108
239498_at,MED12L,1.3166500836623365
236640_at,Unknown,1.3164553028516555
212604_at,KCNH5,1.3164261717941645
228852_at,FOXJ2,1.3164245412806483
